ID;Systeem;Subthema;Categorie;Onderwerp;Omschrijving melding;Toelichting melding;Soort melding;Antwoord of oplossing
DOC-0596;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 92 – Vrijwilligerslijsten en exports;Hoofdstuk 92 – Vrijwilligerslijsten en exports;Hoe werkt / wat betekent: Hoofdstuk 92 – Vrijwilligerslijsten en exports?;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Wanneer maakt u een vrijwilligerslijst?; Welke gegevens neemt u";Hoofdstuk;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Wanneer maakt u een vrijwilligerslijst?; Welke gegevens neemt u
op?; Veilig omgaan met vrijwilligerslijsten; Oude lijsten; en Veelgemaakte fouten bij lijsten.

Bron: Handleiding DocBase v1.8b, PDF-pagina 294."
DOC-0597;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 92 – Vrijwilligerslijsten en exports;92.1 Wanneer maakt u een vrijwilligerslijst?;Wanneer maakt u een vrijwilligerslijst?;Vrijwilligerslijsten kunnen nodig zijn voor:;Paragraaf;"Vrijwilligerslijsten kunnen nodig zijn voor:
• werkgroepcommunicatie;
• planning;
• contactpersonen;
• KASKI;
• bestuursoverzicht;
• locatieoverzicht;
• jaarverslag;
• controle;
• opschoning.
• Maak alleen een lijst voor een duidelijk doel.

Bron: Handleiding DocBase v1.8b, PDF-pagina 294."
DOC-0598;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 92 – Vrijwilligerslijsten en exports;92.2 Welke gegevens neemt u op?;Welke gegevens neemt u op?;Neem alleen gegevens op die nodig zijn.;Paragraaf;"Neem alleen gegevens op die nodig zijn.
Vaak voldoende:
• naam;
• functie;
• werkgroep;
• locatie;
• telefoonnummer indien nodig;
• e-mailadres indien nodig;
• startdatum/einddatum indien nodig.
Niet altijd nodig:
• geboortedatum;
• volledig adres;
• kerkelijke status;
• financiële gegevens;
• gezinsgegevens;
• opmerkingen;
• IBAN;
• medische of persoonlijke bijzonderheden.

Bron: Handleiding DocBase v1.8b, PDF-pagina 294."
DOC-0599;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 92 – Vrijwilligerslijsten en exports;92.3 Veilig omgaan met vrijwilligerslijsten;Hoe werkt / wat betekent: Veilig omgaan met vrijwilligerslijsten?;Vrijwilligerslijsten bevatten persoonsgegevens. Daarom:;Paragraaf;"Vrijwilligerslijsten bevatten persoonsgegevens. Daarom:
• deel alleen met bevoegde personen;
• mail niet onnodig breed;
• gebruik geen privé-mail als dat niet is toegestaan;
• bewaar tijdelijk;
• verwijder oude lijsten;
• stuur geen lijst naar externe AI;
voeg geen volledige lijst toe aan een ticket als een voorbeeld voldoende is.

Bron: Handleiding DocBase v1.8b, PDF-pagina 295."
DOC-0600;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 92 – Vrijwilligerslijsten en exports;92.4 Oude lijsten;Hoe werkt / wat betekent: Oude lijsten?;Een oude vrijwilligerslijst kan snel verouderen. Vrijwilligers stoppen, verhuizen of overlijden.;Paragraaf;"Een oude vrijwilligerslijst kan snel verouderen. Vrijwilligers stoppen, verhuizen of overlijden.
Gebruik oude lijsten daarom niet zonder controle.
Bij twijfel maakt u een nieuwe actuele selectie.

Bron: Handleiding DocBase v1.8b, PDF-pagina 295."
DOC-0601;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 92 – Vrijwilligerslijsten en exports;92.5 Veelgemaakte fouten bij lijsten;Hoe werkt / wat betekent: Veelgemaakte fouten bij lijsten?;"volledige ledengegevens exporteren voor alleen vrijwilligerscommunicatie;";Paragraaf;"volledige ledengegevens exporteren voor alleen vrijwilligerscommunicatie;
• geboortedata meenemen zonder noodzaak;
• oude lijst blijven gebruiken;
• overleden vrijwilliger op lijst laten staan;
• gestopte vrijwilliger op lijst laten staan;
• lijst naar te veel personen mailen;
• lijst opslaan op privécomputer;
• lijst gebruiken voor ander doel dan waarvoor deze is gemaakt.

Bron: Handleiding DocBase v1.8b, PDF-pagina 295."
DOC-0602;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 93 – Vrijwilligers bij samenvoeging van administraties;Hoofdstuk 93 – Vrijwilligers bij samenvoeging van administraties;Hoe werkt / wat betekent: Hoofdstuk 93 – Vrijwilligers bij samenvoeging van administraties?;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Waarom samenvoeging risico geeft; Controle vóór samenvoeging;";Hoofdstuk;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Waarom samenvoeging risico geeft; Controle vóór samenvoeging;
Naamgeving na samenvoeging; Controle na samenvoeging; en Oude werkgroepen niet zomaar verwijderen.

Bron: Handleiding DocBase v1.8b, PDF-pagina 296."
DOC-0603;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 93 – Vrijwilligers bij samenvoeging van administraties;93.1 Waarom samenvoeging risico geeft;Waarom samenvoeging risico geeft?;Bij samenvoeging van administraties worden vrijwilligers, werkgroepen en locaties;Paragraaf;"Bij samenvoeging van administraties worden vrijwilligers, werkgroepen en locaties
samengebracht. Daardoor kunnen dubbele werkgroepen, dubbele vrijwilligers en onduidelijke
locatiegegevens ontstaan.
Risico’s:
• vrijwilliger komt dubbel voor;
• werkgroep komt dubbel voor;
• locatie ontbreekt;
• oude L-code staat nog in naam of selectie;
• oude werkgroepnamen blijven bestaan;
• vrijwilligers worden aan verkeerde locatie gekoppeld;
• contactpersonen raken onduidelijk;
• KASKI-vrijwilligerstelling klopt niet;
• oude zoekopdrachten werken niet meer.

Bron: Handleiding DocBase v1.8b, PDF-pagina 296."
DOC-0604;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 93 – Vrijwilligers bij samenvoeging van administraties;93.2 Controle vóór samenvoeging;Hoe werkt / wat betekent: Controle vóór samenvoeging?;Vóór samenvoeging controleert u:;Paragraaf;"Vóór samenvoeging controleert u:
☐ actieve vrijwilligers;
☐ gestopte vrijwilligers;
☐ werkgroepen;
☐ dubbele werkgroepnamen;
☐ locatiegegevens;
☐ contactpersonen;
☐ overleden vrijwilligers;
☐ vrijwilligers met meerdere functies;
☐ oude exports;
☐ openstaande tickets.

Bron: Handleiding DocBase v1.8b, PDF-pagina 296."
DOC-0605;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 93 – Vrijwilligers bij samenvoeging van administraties;93.3 Naamgeving na samenvoeging;Hoe werkt / wat betekent: Naamgeving na samenvoeging?;Na samenvoeging is consequente naamgeving belangrijk. Bij meerdere locaties kan het;Paragraaf;"Na samenvoeging is consequente naamgeving belangrijk. Bij meerdere locaties kan het
verstandig zijn om werkgroepen herkenbaar te benoemen.
Voorbeelden:
• Liturgie – Locatie A;
• Liturgie – Locatie B;
• Bezorging – Locatie A;
• Bezoekgroep – Parochiebreed;
• Koor – Kerknaam;
• Begraafplaats – Locatie C.
• Gebruik één afgesproken structuur. Anders ontstaan later onduidelijke selecties.

Bron: Handleiding DocBase v1.8b, PDF-pagina 297."
DOC-0606;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 93 – Vrijwilligers bij samenvoeging van administraties;93.4 Controle na samenvoeging;Hoe werkt / wat betekent: Controle na samenvoeging?;Na samenvoeging controleert u:;Paragraaf;"Na samenvoeging controleert u:
☐ zijn vrijwilligers nog zichtbaar?
☐ zijn werkgroepen correct overgekomen?
☐ zijn dubbele werkgroepen ontstaan?
☐ zijn locaties herkenbaar?
☐ zijn contactpersonen correct?
☐ zijn oude zoekopdrachten opnieuw aangemaakt?
☐ zijn vrijwilligers met meerdere functies logisch?
☐ klopt de KASKI-telling?

Bron: Handleiding DocBase v1.8b, PDF-pagina 297."
DOC-0607;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 93 – Vrijwilligers bij samenvoeging van administraties;93.5 Oude werkgroepen niet zomaar verwijderen;Hoe werkt / wat betekent: Oude werkgroepen niet zomaar verwijderen?;Een oude werkgroep kan historische betekenis hebben. Verwijder daarom niet zomaar oude;Paragraaf;"Een oude werkgroep kan historische betekenis hebben. Verwijder daarom niet zomaar oude
werkgroepen.
Beoordeel eerst:
• zijn er actieve vrijwilligers gekoppeld?
• is er historie?
• is er rapportage nodig?
• moet de werkgroep worden afgesloten?
• moet de werkgroep worden hernoemd?
• moet er worden samengevoegd?
• Maak bij twijfel een ticket.

Bron: Handleiding DocBase v1.8b, PDF-pagina 298."
DOC-0608;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 94 – Tickets bij vrijwilligers en werkgroepen;Hoofdstuk 94 – Tickets bij vrijwilligers en werkgroepen;Hoe werkt / wat betekent: Hoofdstuk 94 – Tickets bij vrijwilligers en werkgroepen?;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Wanneer maakt u een ticket?; Wat moet in een goed ticket";Hoofdstuk;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Wanneer maakt u een ticket?; Wat moet in een goed ticket
staan?; Voorbeeldticket dubbele vrijwilliger; Voorbeeldticket overleden vrijwilliger; en Voorbeeldticket
werkgroep dubbel. Ook de overige paragrafen in dit hoofdstuk werken deze onderwerpen verder uit.

Bron: Handleiding DocBase v1.8b, PDF-pagina 298."
DOC-0609;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 94 – Tickets bij vrijwilligers en werkgroepen;94.1 Wanneer maakt u een ticket?;Wanneer maakt u een ticket?;Maak een ticket wanneer:;Paragraaf;"Maak een ticket wanneer:
• u twijfelt of u de juiste persoon heeft;
• de vrijwilliger dubbel voorkomt;
• de werkgroep dubbel voorkomt;
• u niet weet of u een functie moet wijzigen of beëindigen;
• een overleden vrijwilliger nog actief staat;
• een vrijwilliger verhuisd is en de functie onduidelijk is;
• locatie of werkgroep niet klopt;
• KASKI-vrijwilligersaantal niet logisch is;
• een contactpersoon onduidelijk is;
• een samenvoeging invloed heeft op vrijwilligers;
• u niet weet of u gegevens mag verwijderen.

Bron: Handleiding DocBase v1.8b, PDF-pagina 298."
DOC-0610;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 94 – Tickets bij vrijwilligers en werkgroepen;94.2 Wat moet in een goed ticket staan?;Hoe werkt / wat betekent: Wat moet in een goed ticket staan??;Een goed ticket bevat:;Paragraaf;"Een goed ticket bevat:
• administratie of parochie;
• Rel-ID van de vrijwilliger;
• naam;
• geboortedatum indien nodig;
• werkgroep;
• functie;
• locatie;
• korte omschrijving van het probleem;
• wat u al heeft gecontroleerd;
• concrete vraag.

Bron: Handleiding DocBase v1.8b, PDF-pagina 299."
DOC-0611;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 94 – Tickets bij vrijwilligers en werkgroepen;94.3 Voorbeeldticket dubbele vrijwilliger;Hoe werkt / wat betekent: Voorbeeldticket dubbele vrijwilliger?;“Bij de vrijwilligerscontrole lijkt dezelfde persoon twee keer voor te komen: Rel-ID <nummer> en;Paragraaf;"“Bij de vrijwilligerscontrole lijkt dezelfde persoon twee keer voor te komen: Rel-ID <nummer> en
Rel-ID <nummer>. Naam en geboortedatum komen overeen. Op de ene kaart staat de
vrijwilligersfunctie, op de andere kaart de actuele ledengegevens. Wilt u beoordelen welke kaart
leidend is?”

Bron: Handleiding DocBase v1.8b, PDF-pagina 299."
DOC-0612;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 94 – Tickets bij vrijwilligers en werkgroepen;94.4 Voorbeeldticket overleden vrijwilliger;Hoe werkt / wat betekent: Voorbeeldticket overleden vrijwilliger?;“Bij Rel-ID <nummer> is overlijden verwerkt, maar de persoon staat nog actief in de werkgroep;Paragraaf;"“Bij Rel-ID <nummer> is overlijden verwerkt, maar de persoon staat nog actief in de werkgroep
Bezorging – Locatie A. Wilt u aangeven of wij de functie met einddatum mogen afsluiten of dat er
nog een andere verwerking nodig is?”

Bron: Handleiding DocBase v1.8b, PDF-pagina 299."
DOC-0613;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 94 – Tickets bij vrijwilligers en werkgroepen;94.5 Voorbeeldticket werkgroep dubbel;Hoe werkt / wat betekent: Voorbeeldticket werkgroep dubbel?;“Na samenvoeging bestaan de werkgroepen ‘Liturgie A’ en ‘Liturgie – Locatie A’. In beide staan;Paragraaf;"“Na samenvoeging bestaan de werkgroepen ‘Liturgie A’ en ‘Liturgie – Locatie A’. In beide staan
actieve vrijwilligers. Wilt u aangeven welke werkgroep leidend moet zijn en hoe we dubbele
registratie voorkomen?”

Bron: Handleiding DocBase v1.8b, PDF-pagina 299."
DOC-0614;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 94 – Tickets bij vrijwilligers en werkgroepen;94.6 Voorbeeldticket KASKI vrijwilligers;Hoe werkt / wat betekent: Voorbeeldticket KASKI vrijwilligers?;“Voor de KASKI-vrijwilligerstelling worden 180 records geteld, terwijl lokaal ongeveer 95;Paragraaf;"“Voor de KASKI-vrijwilligerstelling worden 180 records geteld, terwijl lokaal ongeveer 95
vrijwilligers bekend zijn. Waarschijnlijk worden meerdere functies per persoon geteld. Wilt u
aangeven hoe we personen kunnen ontdubbelen?”

Bron: Handleiding DocBase v1.8b, PDF-pagina 300."
DOC-0615;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 94 – Tickets bij vrijwilligers en werkgroepen;94.7 Slechte ticketvoorbeelden;Hoe werkt / wat betekent: Slechte ticketvoorbeelden?;Vermijd:;Paragraaf;"Vermijd:
• “Vrijwilligers kloppen niet.”
• “Deze lijst is fout.”
• “Iemand staat dubbel.”
• “Werkgroep raar.”
• “Graag aanpassen.”
• “Zie bijlage.”
Deze meldingen zijn te algemeen. De helpdesk heeft dan onvoldoende informatie om gericht te
helpen.

Bron: Handleiding DocBase v1.8b, PDF-pagina 300."
DOC-0616;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 95 – Veelgemaakte fouten bij vrijwilligers;Hoofdstuk 95 – Veelgemaakte fouten bij vrijwilligers;Hoe werkt / wat betekent: Hoofdstuk 95 – Veelgemaakte fouten bij vrijwilligers?;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Nieuwe relatie aanmaken terwijl de persoon al bestaat;";Hoofdstuk;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Nieuwe relatie aanmaken terwijl de persoon al bestaat;
Vrijwilliger actief laten staan na stoppen; Overleden vrijwilliger blijft actief; Functies tellen als personen; en
Werkgroepen dubbel aanmaken. Ook de overige paragrafen in dit hoofdstuk werken deze onderwerpen verder
uit.

Bron: Handleiding DocBase v1.8b, PDF-pagina 300."
DOC-0617;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 95 – Veelgemaakte fouten bij vrijwilligers;95.1 Nieuwe relatie aanmaken terwijl de persoon al bestaat;Hoe werkt / wat betekent: Nieuwe relatie aanmaken terwijl de persoon al bestaat?;Gevolg:;Paragraaf;"Gevolg:
• dubbele relatie;
• dubbele vrijwilligersregistratie;
• foutieve KASKI-telling;
• onduidelijke communicatie.
Voorkomen door:
• altijd uitgebreid zoeken;
• naamvarianten controleren;
• Rel-ID gebruiken;
• bij twijfel ticket maken.

Bron: Handleiding DocBase v1.8b, PDF-pagina 300."
DOC-0618;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 95 – Veelgemaakte fouten bij vrijwilligers;95.2 Vrijwilliger actief laten staan na stoppen;Hoe werkt / wat betekent: Vrijwilliger actief laten staan na stoppen?;Gevolg:;Paragraaf;"Gevolg:
• verkeerde lijsten;
• foutieve rapportage;
• mensen worden onterecht benaderd;
• KASKI-cijfers te hoog.
Voorkomen door:
• einddatum invullen;
• werkgroepen periodiek controleren;
• contactpersonen jaarlijks laten bevestigen.

Bron: Handleiding DocBase v1.8b, PDF-pagina 301."
DOC-0619;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 95 – Veelgemaakte fouten bij vrijwilligers;95.3 Overleden vrijwilliger blijft actief;Hoe werkt / wat betekent: Overleden vrijwilliger blijft actief?;Gevolg:;Paragraaf;"Gevolg:
• pijnlijke communicatie;
• foutieve vrijwilligerslijsten;
• onjuiste KASKI-cijfers.
Voorkomen door:
• bij overlijden vrijwilligersfuncties controleren;
• functie afsluiten volgens procedure;
• contactlijsten controleren.

Bron: Handleiding DocBase v1.8b, PDF-pagina 301."
DOC-0620;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 95 – Veelgemaakte fouten bij vrijwilligers;95.4 Functies tellen als personen;Hoe werkt / wat betekent: Functies tellen als personen?;Gevolg:;Paragraaf;"Gevolg:
• vrijwilligerstelling te hoog;
• rapportage onbetrouwbaar.
Voorkomen door:
• vooraf bepalen of personen of functies worden geteld;
• ontdubbelen waar nodig;
• dubbele relaties melden.

Bron: Handleiding DocBase v1.8b, PDF-pagina 301."
DOC-0621;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 95 – Veelgemaakte fouten bij vrijwilligers;95.5 Werkgroepen dubbel aanmaken;Hoe werkt / wat betekent: Werkgroepen dubbel aanmaken?;Gevolg:;Paragraaf;"Gevolg:
• versnipperde lijsten;
• vrijwilligers verdeeld over dubbele groepen;
• rapportage onduidelijk;
• samenvoeging moeilijker.
Voorkomen door:
• bestaande werkgroepen controleren;
• vaste naamgeving gebruiken;
• locatie consequent opnemen indien nodig.

Bron: Handleiding DocBase v1.8b, PDF-pagina 302."
DOC-0622;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 95 – Veelgemaakte fouten bij vrijwilligers;95.6 Locatie vergeten;Hoe werkt / wat betekent: Locatie vergeten?;Gevolg:;Paragraaf;"Gevolg:
• locatiecijfers onbruikbaar;
• vrijwilligers verkeerd toegewezen;
• parochiebrede en lokale functies lopen door elkaar.
Voorkomen door:
• locatie controleren bij toevoegen;
• werkgroepnaam of locatieveld consequent gebruiken;
• na samenvoeging extra controleren.

Bron: Handleiding DocBase v1.8b, PDF-pagina 302."
DOC-0623;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 96 – Periodieke controle vrijwilligers;Hoofdstuk 96 – Periodieke controle vrijwilligers;Hoe werkt / wat betekent: Hoofdstuk 96 – Periodieke controle vrijwilligers?;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Waarom periodieke controle nodig is; Maandelijkse controle;";Hoofdstuk;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Waarom periodieke controle nodig is; Maandelijkse controle;
Kwartaalcontrole; en Jaarcontrole vóór KASKI.

Bron: Handleiding DocBase v1.8b, PDF-pagina 302."
DOC-0624;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 96 – Periodieke controle vrijwilligers;96.1 Waarom periodieke controle nodig is;Waarom periodieke controle nodig is?;Vrijwilligersadministratie veroudert snel. Mensen stoppen, verhuizen, krijgen andere taken of;Paragraaf;"Vrijwilligersadministratie veroudert snel. Mensen stoppen, verhuizen, krijgen andere taken of
overlijden. Zonder periodieke controle blijven oude gegevens actief.
Daarom moet de vrijwilligersadministratie regelmatig worden opgeschoond.

Bron: Handleiding DocBase v1.8b, PDF-pagina 302."
DOC-0625;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 96 – Periodieke controle vrijwilligers;96.2 Maandelijkse controle;Hoe werkt / wat betekent: Maandelijkse controle?;Controleer maandelijks waar relevant:;Paragraaf;"Controleer maandelijks waar relevant:
☐ overleden personen met actieve vrijwilligersfunctie;
☐ nieuwe vrijwilligers;
☐ gestopte vrijwilligers;
☐ openstaande tickets;
☐ contactpersonen;
☐ dubbele meldingen.

Bron: Handleiding DocBase v1.8b, PDF-pagina 303."
DOC-0626;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 96 – Periodieke controle vrijwilligers;96.3 Kwartaalcontrole;Hoe werkt / wat betekent: Kwartaalcontrole?;Controleer per kwartaal:;Paragraaf;"Controleer per kwartaal:
☐ actieve vrijwilligers per werkgroep;
☐ werkgroepen zonder actieve leden;
☐ vrijwilligers zonder locatie;
☐ vrijwilligers met meerdere functies;
☐ gestopte vrijwilligers zonder einddatum;
☐ dubbele vrijwilligers;
☐ contactgegevens van contactpersonen.

Bron: Handleiding DocBase v1.8b, PDF-pagina 303."
DOC-0627;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 96 – Periodieke controle vrijwilligers;96.4 Jaarcontrole vóór KASKI;Hoe werkt / wat betekent: Jaarcontrole vóór KASKI?;Controleer jaarlijks vóór KASKI:;Paragraaf;"Controleer jaarlijks vóór KASKI:
☐ actieve vrijwilligers;
☐ einddatums;
☐ overleden vrijwilligers;
☐ dubbele relaties;
☐ personen versus functies;
☐ locatiegegevens;
☐ werkgroepen;
☐ contactpersonen;
☐ parochiebrede functies;
☐ vrijwilligerslijsten vergeleken met lokale kennis.

Bron: Handleiding DocBase v1.8b, PDF-pagina 303."
DOC-0628;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 97 – Praktijkvoorbeelden vrijwilligers en werkgroepen;Hoofdstuk 97 – Praktijkvoorbeelden vrijwilligers en werkgroepen;Hoe werkt / wat betekent: Hoofdstuk 97 – Praktijkvoorbeelden vrijwilligers en werkgroepen?;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Voorbeeld 1 – Vrijwilliger staat dubbel; Voorbeeld 2 – Vrijwilliger";Hoofdstuk;"Kort vooraf: in dit hoofdstuk vindt u uitleg over Voorbeeld 1 – Vrijwilliger staat dubbel; Voorbeeld 2 – Vrijwilliger
stopt; Voorbeeld 3 – Overleden contactpersoon; Voorbeeld 4 – Vrijwilliger verhuist maar blijft actief; en
Voorbeeld 5 – Werkgroepen dubbel na samenvoeging.

Bron: Handleiding DocBase v1.8b, PDF-pagina 304."
DOC-0629;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 97 – Praktijkvoorbeelden vrijwilligers en werkgroepen;97.1 Voorbeeld 1 – Vrijwilliger staat dubbel;Hoe werkt / wat betekent: Voorbeeld 1 – Vrijwilliger staat dubbel?;Situatie:;Paragraaf;"Situatie:
Een vrijwilliger staat één keer als lid in DocBase en één keer als vrijwilliger onder een oude naam.
Risico:
• dubbele telling;
• foutieve communicatie;
• functie staat op verkeerde kaart;
• KASKI telt mogelijk dubbel.
Juiste aanpak:
• Noteer beide Rel-ID’s.
• Vergelijk naam, geboortedatum en adres.
• Controleer vrijwilligersfunctie.
• Controleer ledenstatus.
• Maak ticket voor beoordeling.

Bron: Handleiding DocBase v1.8b, PDF-pagina 304."
DOC-0630;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 97 – Praktijkvoorbeelden vrijwilligers en werkgroepen;97.2 Voorbeeld 2 – Vrijwilliger stopt;Hoe werkt / wat betekent: Voorbeeld 2 – Vrijwilliger stopt?;Situatie:;Paragraaf;"Situatie:
Een vrijwilliger stopt met bezorgen van het parochieblad.
Onjuiste aanpak:
• relatie verwijderen;
• werkgroep verwijderen;
• niets doen.
Juiste aanpak:
• Zoek de vrijwilliger.
• Open de bezorgfunctie.
• Vul einddatum in.
• Controleer of andere functies actief blijven.
• Controleer of opvolger nodig is.
• Controleer de lijst.

Bron: Handleiding DocBase v1.8b, PDF-pagina 304."
DOC-0631;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 97 – Praktijkvoorbeelden vrijwilligers en werkgroepen;97.3 Voorbeeld 3 – Overleden contactpersoon;Hoe werkt / wat betekent: Voorbeeld 3 – Overleden contactpersoon?;Situatie:;Paragraaf;"Situatie:
• Een contactpersoon van de liturgiewerkgroep overlijdt.
Risico:
• naam blijft op contactlijst staan;
• mensen blijven contact opnemen;
• pijnlijke communicatie;
• werkgroep heeft geen actuele contactpersoon.
Juiste aanpak:
• Controleer overlijden.
• Sluit vrijwilligersfunctie af.
• Controleer contactpersoonstatus.
• Registreer opvolger indien bekend.
• Controleer werkgroepoverzicht.

Bron: Handleiding DocBase v1.8b, PDF-pagina 305."
DOC-0632;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 97 – Praktijkvoorbeelden vrijwilligers en werkgroepen;97.4 Voorbeeld 4 – Vrijwilliger verhuist maar blijft actief;Hoe werkt / wat betekent: Voorbeeld 4 – Vrijwilliger verhuist maar blijft actief?;Situatie:;Paragraaf;"Situatie:
Een vrijwilliger verhuist buiten de parochie, maar blijft lector in de oude parochie.
Onjuiste aanpak:
• functie beëindigen omdat persoon verhuisd is.
Juiste aanpak:
• Verhuizing verwerken.
• Voorkeursparochie controleren.
• Vrijwilligersfunctie controleren.
• Contactgegevens bijwerken.
• Functie actief laten als dat klopt.
• Locatie controleren.

Bron: Handleiding DocBase v1.8b, PDF-pagina 305."
DOC-0633;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 97 – Praktijkvoorbeelden vrijwilligers en werkgroepen;97.5 Voorbeeld 5 – Werkgroepen dubbel na samenvoeging;Hoe werkt / wat betekent: Voorbeeld 5 – Werkgroepen dubbel na samenvoeging?;Situatie:;Paragraaf;"Situatie:
Na samenvoeging bestaan twee werkgroepen voor dezelfde taak: “Bezorging A” en “Bezorging –
Locatie A”.
Risico:
• vrijwilligers verdeeld over twee groepen;
• rapportage fout;
• contactpersonen onduidelijk;
• oude zoekopdrachten werken niet.
Juiste aanpak:
• Controleer beide werkgroepen.
• Controleer gekoppelde vrijwilligers.
• Controleer actieve functies.
• Bepaal leidende naamgeving.
• Maak ticket wanneer samenvoegen nodig is.
• Verwijder niets zonder instructie.

Bron: Handleiding DocBase v1.8b, PDF-pagina 306."
DOC-0634;DocBase;Deel 10 – Vrijwilligers en werkgroepen in DocBase;Hoofdstuk 98 – Samenvatting vrijwilligers en werkgroepen;Hoofdstuk 98 – Samenvatting vrijwilligers en werkgroepen;Hoe werkt / wat betekent: Hoofdstuk 98 – Samenvatting vrijwilligers en werkgroepen?;Kort vooraf: dit hoofdstuk gaat over Samenvatting vrijwilligers en werkgroepen. Gebruik dit als snelle oriëntatie;Hoofdstuk;"Kort vooraf: dit hoofdstuk gaat over Samenvatting vrijwilligers en werkgroepen. Gebruik dit als snelle oriëntatie
voordat u de verdere uitleg leest.
Vrijwilligers en werkgroepen vormen een belangrijk onderdeel van DocBase. Een goede
registratie ondersteunt communicatie, planning, KASKI, continuïteit en parochiële organisatie.
De belangrijkste regels zijn:
• Zoek altijd eerst de juiste persoon.
• Maak niet te snel een nieuwe relatie aan.
• Controleer bestaande vrijwilligersfuncties.
• Gebruik vaste werkgroepnamen.
• Vul startdatum en eventueel einddatum zorgvuldig in.
• Beëindig functies liever met einddatum dan door te verwijderen.
• Controleer locatie bij centrale administraties.
• Controleer vrijwilligers bij overlijden, verhuizing en kerkverlating.
• Maak onderscheid tussen personen en functies.
• Gebruik vrijwilligerslijsten AVG-bewust.
• Controleer vrijwilligers vóór KASKI.
• Maak bij twijfel een duidelijk ticket.
Een actuele vrijwilligersadministratie voorkomt foutieve lijsten, pijnlijke communicatie, dubbele
tellingen en onbetrouwbare rapportages.

Bron: Handleiding DocBase v1.8b, PDF-pagina 306."
