ID;Systeem;Subthema;Categorie;Onderwerp;Omschrijving melding;Toelichting melding;Soort melding;Antwoord of oplossing
67;DocBase;RELATIES;09. Grafbeheer;Begravingsdocumenten historisch maken;Begravingsdocumenten historisch maken;Pagina 46;FAQ;Ga via 09. Grafbeheer naar betreffende graf. Klik op tabblad Documenten en zet een vinkje bij het gewenste document. Klik op Wijzigen en zet veld ' Historisch document Ja/Nee' op JA.
68;DocBase;X-FORMS;;Aanmaken looplijsten (aangepast);Aanmaken looplijsten (aangepast);Pagina 47;FAQ;Er worden Bezorglijsten gemaakt met behulp van de sjabloon applicatie X-Forms. Dit gebeurt als volgt: 1. Start DocBase. 2. Selecteer ‘04 Abonnementen’ onder ‘Relaties’. 3. Klik op ‘Zoek & Vind’ (en eventueel ’Uitgebreid Zoeken’). 4. Kies ‘Status abonnement’ = ‘Actief’. 5. Kies ‘Abonnement soort’ = ‘Parochieblad jaarlijks’. 6. Indien gewenst kan er bij de bezorgwijk ingevuld worden voor welke bezorgwijk een lijst moet worden aangemaakt, of bezorgwijken die beginnen met een bepaalde letter of cijfer. Ook kan bij de wijk aangegeven worden voor welke wijk de bezorglijsten uitgeprint moeten worden. Zo zijn er vele combinaties van velden te bedenken die gebruikt kunnen worden om de gewenste selectie te krijgen. Klik op ‘Vind nu!’. 7. Klik op ‘Overige functies’ en vervolgens ’Exporteer naar Excel’. Het spreadsheet bevat de benodigde gegevens voor de looplijsten. Sla het bestand op in een map waarin u het bestand gemakkelijk terug kunt vinden. Verwijder geen kolommen!! Als u bepaalde gegevens niet in de looplijst wenst op te nemen (bijvoorbeeld naam of plaats, kunt u betreffende kolom in Exel leegmaken MAAR laat de eerste regel met de naam van de kolom staan!! 8. Start MS Word. 9. Kies tabblad ‘DocBase’. 10. Klik op X-forms starten. 11. Klik op “Nieuw document” en kies “Looplijst en etiketten”. 12. Klik op ‘Excel’ en selecteer het bestand dat zojuist vanuit DocBase is opgeslagen. 13. Vul het scherm verder als volgt in (indien gewenst kunt u de sortering aanpassen). 14. Kies “OK”. De looplijst wordt nu in PDF formaat aangemaakt.
69;DocBase;COMMUNICATIE DOCBASE – EXACT ONLINE;;Welke informatie wordt er vanuit DocBase naar Exact Online overgezet?;Welke informatie wordt er vanuit DocBase naar Exact Online overgezet?;Pagina 48;FAQ;Voor ieder debiteur wordt in Exact Online een relatie en toewijzingsregel aangemaakt. Hierbij wordt de naam van het lid in Exact Online opgenomen. Het nummer van de debiteur in Exact Online en DocBase is hetzelfde. Voor een incasso abonnement wordt in Exact Online een abonnement en een machtiging aangemaakt.
70;DocBase;COMMUNICATIE DOCBASE – EXACT ONLINE;;Welke informatie wordt vanuit Exact naar DocBase overgezet?;Welke informatie wordt vanuit Exact naar DocBase overgezet?;Pagina 48;FAQ;Ontvangen bedragen worden vanuit Exact Online overgezet naar het lid in DocBase. De bedragen zijn te zien in het tabblad “Kerkbijdrage” van de ledenkaart.
71;DocBase;EXPORT NAAR EXCEL;;Bij export vanuit DocBase komt een datum in Excel als tekst te staan;Bij export vanuit DocBase komt een datum in Excel als tekst te staan;Pagina 49;FAQ;"Bijvoorbeeld: (Bij de uitleg hieronder wordt uitgegaan van Office 2016.) 1. Selecteer in Excel de gehele kolom (in dit geval kolom C). 2. Klik boven in de balk van Excel op tabblad “Gegevens” (1). 3. Klik op “Tekst naar kolommen” (2). 4. Selecteer “Gescheiden” Klik op “volgende” 5. Laat alle selectievakjes open en klik op “volgende” 6. Selecteer “Datum” en het formaat van de datum zoals nu in Excel staat; in het voorbeeld en in de meeste gevallen bij een export is dat JMD (Jaar Maand Dag) Klik op “voltooien”. De lijst ziet er dan als volgt uit:"
72;DocBase;EXPORT NAAR EXCEL;;Bij export vanuit DocBase komt een nummer in Excel als tekst te staan;Bij export vanuit DocBase komt een nummer in Excel als tekst te staan;Pagina 50;FAQ;"Voorbeeld: (Bij de uitleg hieronder wordt uitgegaan van Office 2016.) Selecteer alle getallen in de kolom (in dit geval kolom O); dus niet de titel van de kolom (in dit geval dus Huisnummer niet selecteren); u kunt dit doen door in het eerste veld (in dit geval O1) te gaan staan en de volgende toets-combinatie te gebruiken: Ctrl en de toets shift en de toets pijltje naar beneden tegelijk in te drukken. Links boven het geselecteerde deel (hierboven het grijze vak), verschijnt een oranje vakje met een “!” Klik hierop. En selecteer “Converteer naar getal” Resultaat:"
73;DocBase;EXPORT NAAR EXCEL;Bij export van lijsten waar bedragen in staan, staat vaak een punt i.p.v. een komma;Bij export van lijsten waar bedragen in staan, staat vaak een punt i.p.v. een komma;Bij export van lijsten waar bedragen in staan, staat vaak een punt i.p.v. een komma;Pagina 52;FAQ;"1. Selecteer de kolom met de bedrage 2. Vervang de punt door een komma a. Toets in en houd vast de CTRL-toets en de H-toets Vul het volgende scherm in: a. Klik op “Alles vervangen” 3. Set de kolom om naar getal; zie hoofdstuk 0 “Bij export vanuit DocBase komt een nummer in Excel als tekst te staan”."
74;DocBase;ALGEMEEN;“Operators” bij zoekfuncties;“Operators” bij zoekfuncties;“Operators” bij zoekfuncties;Pagina 54;FAQ;In het “Zoek en vind” scherm staat rechts van het veld waarop gezocht kan worden, een box met daarin een zogenaamde “operator”. Als voorbeeld is genomen het zoeken in de ledenadministratie. De functies gelden uiteraard ook bij het zoeken in andere lijsten dan de ledenadministratie. Gegevens waarnaar gezocht wordt is niet gevoelig voor hoofdletters (dus het maakt niet uit of er A of a wordt ingevuld). Operator In het volgende veld invullen Voorbeeld Bevat Een deel van de gegevens die de inhoud van het veld moet bevatten Straatnaam bevat Sint Geeft als resultaat alle leden die wonen in een straat die het woord Sint bevat. Bevat niet Gegevens die niet in de inhoud van het veld voor mogen komen Straatnaam bevat niet Sint Geeft als resultaat alle leden die wonen in een straat die het woord Sint niet bevat. Begint met Gegevens waar de inhoud van het veld mee moet beginnen Straatnaam begint met Sint Geeft als resultaat alle leden die wonen in een straat waarvan de naam begint met Sint. Eindigt op Gegevens waar de inhoud van het veld op moet eindigen Straatnaam eindigt op steeg Geeft als resultaat alle leden die wonen in een straat waarvan de naam eindigt op steeg. = Gegevens waar de inhoud van het veld exact aan moet voldoen Straatnaam = Piet Heinsteeg Geeft als resultaat alle leden die wonen in een straat met de naam Piet Heinsteeg. <> Gegevens waar de inhoud van het veld niet aan moet voldoen Straatnaam <> Piet Heinsteeg Geeft als resultaat alle leden die NIET wonen in een straat met de naam Piet Heinsteeg. >= Inhoud van het veld moet groter zijn dan of gelijk aan Huisnummer >= 10 Geeft als resultaat alle leden die op en huisnummer 10 of hoger wonen. Huisnummer letter >= C Geeft als resultaat alle leden die wonen op een adres waar een huisnummer letter van toepassing is met de letter C of later in het alfabet. Geboortedatum >= 01-01-2018 Geeft als resultaat alle leden die op of na 1 januari 2018 zijn geboren. <= Inhoud van het veld moet kleiner zijn dan of gelijk aan Huisnummer <= 10 Geeft als resultaat alle leden die op en huisnummer 10 of lager wonen Huisnummer letter <= C Geeft als resultaat alle leden die wonen op een adres waar een huisnummer letter van toepassing is met de letter C of eerder in het alfabet (dus A, B of C). Geboortedatum >= 01-01-2018 Geeft als resultaat alle leden die op of na 1 januari 2018 zijn geboren. Tussen Inhoud van het veld moet gegevens bevatten waarbij geldt: van het eerste gegeven tot (dus exclusief) het tweede opgegeven gegeven Huisnummer tussen van 2 tot 10 Geeft als resultaat alle leden die op en huisnummer 2 t/m 9 wonen. Geboortedatum tussen 01-01-2015 tot 01-01- 2016 Geeft als resultaat leden die in het jaar 2015 zijn geboren.
75;DocBase;ALGEMEEN;“Operators” bij zoekfuncties;Instellingen DocBase voor betere performance;Instellingen DocBase voor betere performance;Pagina 55;FAQ;Bij het oproepen van een scherm bepaalt de hoeveel aan gegevens dat opgehaald moet worden, hoelang het duurt voordat het eerste scherm getoond wordt. Met onderstaande instellingen worden minder gegevens opgehaald (100 in plaats van 1000 regels). De overige informatie ziet u dan niet meteen, maar zijn uiteraard wel in het systeem aanwezig. Bijvoorbeeld de ledenlijst geeft dan maximaal 100 leden op het scherm. Deze lijst wordt ook niet gebruikt om alle leden te zien, maar als startpunt voor het zoeken naar betreffende leden. Daarom is het tonen van 1000 (of meer) regels ook niet noodzakelijk. 1. Klik op “Instellingen”: 2. Kik op Wijzigen: Klik op het + teken voor “Zoekprestaties”: 1. Vul het scherm als volgt in (let op: bij documenten en Relaties zijn meer regels beschikbaar, dus naar beneden “scrollen” om de rest aan te passen):
76;DocBase;ALGEMEEN;“Operators” bij zoekfuncties;Google Authenticator:;Google Authenticator:;Pagina 57;FAQ;Voor de tweeweg-authenticatie kunt u naast de code via e-mail ook gebruik maken van de Google Authenticator. Hoe u deze instelt staat beschreven in het document Beschrijving tweeweg- authenticatie en het inrichten ervan v1.6
77;DocBase;ALGEMEEN;“Operators” bij zoekfuncties;Waarom in hybride administratie alleen met L-code werken;Waarom in hybride administratie alleen met L-code werken;Pagina 57;FAQ;"Er zijn vele gegevens die gekoppeld worden aan de locatie administratie. Een voorbeeld: Als er een abonnement of debiteur wordt aangemaakt, wordt hierbij opgenomen vanuit welke inlogcode deze wordt aangemaakt. Bij de koppeling naar Exact Online, wordt dit gebruikt om de juiste administratie en kostplaats te vinden waar de debiteur/abonnement moet worden aangemaakt. Wordt met een P-code ingelogd, kan het systeem niet bepalen bij welke locatie de betreffende debiteur of het abonnement hoort; locatie code is namelijk bij inloggen niet gebruikt. Soortgelijke redenen zijn er ook voor andere gegevens. Vandaar dat in een hybride administratie ALTIJD alleen met de L-code gewerkt mag worden."
78;Exact Online;1. INRICHTING;1.1 GROOTBOEKREKENINGEN;Waar vind ik het grootboekrekeningschema?;Waar vind ik het grootboekrekeningschema?;Pagina 2;FAQ;"Voor parochies is een standaard rekeningschema beschikbaar gesteld en op te vragen via:
Financieel > Boekingen en grootboekrekeningen > Grootboekrekeningen > Overzicht"
79;Exact Online;1. INRICHTING;1.1 GROOTBOEKREKENINGEN;"Mag ik bestaande grootboekrekeningen aanpassen en/of extra grootboekrekeningen
aanmaken?";"Mag ik bestaande grootboekrekeningen aanpassen en/of extra grootboekrekeningen
aanmaken?";Pagina 2;FAQ;"Wat mag wel?
Wat mag niet?
Omschrijving van een bestaande
grootboekrekening aanpassen mits deze
onder dezelfde classificatie blijft vallen.
(Tip: voeg in de omschrijving bij de
grootboekrekeningen van
bankrekeningen het IBAN-nummer of de
laatste 3 cijfers daarvan toe (bv.
NL44RABO0123456789 of RABO789.)
Bestaande grootboekrekening verwijderen (in
verband met koppeling DocBase)
Extra grootboekrekening aanmaken onder
voorwaarde dat:
-
het juiste type wordt ingevuld
-
de juiste classificatie (= verdichting)
wordt ingevuld
-
in de grootboekrekening onder de
classificatie (= verdichting)
“Persoonskosten” of “Kosten
onroerend goed” valt, de kosten-
drager “??” verplicht wordt gekoppeld
aan de grootboekrekening
-
bij een fusieparochie, de kosten-
plaats “??” verplicht wordt gekoppeld
aan de grootboekrekening.
Overleg met uw bisdom of het toegestaan is
om nieuwe grootboekrekeningen aan te
maken in verband met de jaarrekening-
rapportage.
Extra grootboekrekening(en) voor opbrengsten
kerkbijdragen aanmaken (in verband met
koppeling DocBase)
Extra grootboekclassificaties (= verdichtingen)
aanmaken (in verband met de jaarrekening-
rapportage)"
80;Exact Online;1. INRICHTING;1.1 GROOTBOEKREKENINGEN;Hoe maak ik een grootboekrekening aan?;Hoe maak ik een grootboekrekening aan?;Pagina 3;FAQ;"Als u een grootboekrekening wilt toevoegen, doe dit dan bij voorkeur door een kopie
te maken van een grootboekrekening van hetzelfde type en classificatie.
Bijvoorbeeld; u wilt een grootboekrekening toevoegen voor een kerkgebouw. Ga naar
Financieel > Boekingen en grootboekrekeningen > Grootboekrekeningen > Overzicht.
Klik op de code “0100” en klik op Kopiëren. Vul een code in die nog niet bestaat en
die ligt in dezelfde volgorde als “0100” (denk in dit geval aan de voorloop nul) bv.
“0102”. Pas de omschrijving en eventueel de zoekcode aan. Klik op Opslaan.
Let op: Overleg met uw bisdom of het toegestaan is om grootboekrekeningen toe te
voegen in verband met de jaarrekening-rapportage!"
81;Exact Online;1. INRICHTING;1.2 DAGBOEKEN;Moet ik met een inkoop- en verkoopboek gaan werken?;Moet ik met een inkoop- en verkoopboek gaan werken?;Pagina 3;FAQ;"Dit is niet verplicht, maar wel wenselijk o.a. met het oog op: a) het automatisch
incasseren van kerkbijdragen b) het kunnen verrichten van betalingen c) het kunnen
factureren van uitvaarten, grafrechten, parochiebladen etc. d) het bieden van inzicht in
openstaande posten e) de transparantie van uw administratie."
82;Exact Online;1. INRICHTING;1.2 DAGBOEKEN;Mag ik bestaande dagboeken aanpassen?;Mag ik bestaande dagboeken aanpassen?;Pagina 3;FAQ;"Ja. Het is zelfs aan te raden om eerst (de omschrijvingen en IBAN-nummers van) de
bestaande dagboeken aan te passen voordat er nieuwe dagboeken worden aangemaakt."
83;Exact Online;1. INRICHTING;1.2 DAGBOEKEN;Hoe maak ik zelf extra dagboeken aan?;Hoe maak ik zelf extra dagboeken aan?;Pagina 3;FAQ;"Via het pad Administratienaam > Stamgegevens > Financieel > Dagboeken > Pijltje
achter “Nieuw”. In het geval van “bank” dient er rekening te worden gehouden met:
▪
IBAN-nummer
▪
Omschrijving (bv. “Rabobank betaalrekening .123”)
▪
Grootboekrekening (die eerder is aangemaakt, zie 1.1.2 en 1.1.3): deze kan worden
gekoppeld aan het dagboek door op het kleine pijltje halverwege het scherm (onder
“geavanceerde opties”) te klikken waarna het scherm als het ware wordt
opengeklapt.
Onder het kopje “financieel” staat al een driecijferige grootboekrekening ingevuld;
deze dient te worden overschreven met de juiste, door u hiervoor bestemde,
viercijferige grootboekrekening."
84;Exact Online;1. INRICHTING;1.2 DAGBOEKEN;Maak ik voor spaarrekeningen ook een dagboek aan?;Maak ik voor spaarrekeningen ook een dagboek aan?;Pagina 3;FAQ;"Ja. Let op: de ING-bank hanteert vaak dezelfde rekeningnummers voor betaal- en
spaarrekeningen. In dat geval kan er voor de spaarrekening bij “Bankrekeningnummer”
het nummer van het dagboek worden ingevuld en bij de omschrijving het betreffende
IBAN-nummer met de toevoeging “Spaarrekening”. In dat geval is er geen mogelijkheid
een bankkoppeling aan te leggen met de spaarrekening."
85;Exact Online;1. INRICHTING;1.2 DAGBOEKEN;Kan ik aan een bankrekening/-dagboek een vaste kostenplaats koppelen?;Kan ik aan een bankrekening/-dagboek een vaste kostenplaats koppelen?;Pagina 3;FAQ;"Nee. Kostenplaatsen zijn bedoeld om de kosten en opbrengsten per
geloofsgemeenschap inzichtelijk te maken. Idealiter wordt de kostenplaats ingevuld bij
het boeken van de kosten en opbrengsten in het inkoopboek en verkoopboek (zie 1.2.1).
Lees ook: https://www.rkk-online.nl/single-post/2018/04/04/Het-waarom-van-
%C3%A9%C3%A9n-financi%C3%ABle-administratie"
86;Exact Online;1. INRICHTING;1.3 BANKKOPPELINGEN;Hoe vraag ik een bankkoppeling aan?;Hoe vraag ik een bankkoppeling aan?;Pagina 4;FAQ;"Klik hier voor een uitleg over het bankieren in Exact Online waarin onder andere wordt
uitgelegd hoe u de bankkoppeling eenmalig aanlegt en vervolgens de bankmutaties kunt
importeren en afletteren. Het is voor parochies vooralsnog niet mogelijk een PSD2-
koppeling te maken. Een PSD2-koppeling vereist een bedrijfsscreening en een UBO-
registratie. Parochies beschikken niet over een UBO-registratie.
- “Hoe vraag ik een bankkoppeling voor de Rabobank aan?”
Voor de Rabobank bestaat de mogelijkheid om (in plaats van de PSD2-koppeling) te
kiezen voor de Rabo Boekhoudkoppeling.
Klik op de administratienaam en kies Instellingen. Klik op tabblad Bankkoppelingen. Klik
achter de betreffende Rabobankrekening op Bankkoppeling aanmaken. U ziet dan het
volgende scherm:
Selecteer bij Type bankkoppeling de Rabo BoekhoudKoppeling en zet onder
Mogelijkheden bankkoppeling 3 vinkjes (bij Transacties ophalen, Betalingen versturen
en Incasso’s versturen).
Klik hierna op Bank toegang geven. U wordt nu doorgeleid naar Rabobank
Internetbankieren. Log in met een zgn. Eigenaarspas om de bankkoppeling te activeren.
- “Hoe vraag ik een bankkoppeling aan voor ABN-AMRO, ING, Bunq of Knab?”
Klik op de administratienaam > Stamgegevens > Bank > Oude generatie
bankkoppelingen beheren. Klik op de bank waarvoor u de koppeling wilt maken. Volg de
stappen die daar beschreven staan. Let op: zodra u doorgeleid bent naar de
bankomgeving, dient u uit te loggen in Exact!"
87;Exact Online;1. INRICHTING;1.3 BANKKOPPELINGEN;Ik heb geen bankrekening bij Rabobank, ABN-Amro, ING, Bunq of Knab, wat nu?;Ik heb geen bankrekening bij Rabobank, ABN-Amro, ING, Bunq of Knab, wat nu?;Pagina 4;FAQ;"Het is op dit moment nog onduidelijk welke andere banken er wanneer kunnen worden
gekoppeld. Tot dat moment is het uiteraard wel mogelijk om voor alle Nederlandse
banken de bankmutaties met een bankbestand (MT940) binnen te halen. Het handmatig
boeken van de bank is dus absoluut niet meer nodig."
88;Exact Online;1. INRICHTING;1.3 BANKKOPPELINGEN;Waar moet ik nog meer op letten?;Waar moet ik nog meer op letten?;Pagina 5;FAQ;"- Zorg dat u volledig bij bent met het boeken van de bank. Een bankkoppeling haalt
namelijk geen historische bankmutaties op. Als u bijvoorbeeld op 1 maart de
bankkoppeling activeert, dient u met een handmatig import van een bankbestand
(MT940) alle gewenste mutaties van vóór 1 maart binnen te halen.
- Bij het aanleggen van de bankkoppeling dient de gemachtigde binnen de parochie
(meestal de houder van de zgn. Eigenaarspas) hiervoor eenmalig toestemming te
geven. De vorm van deze goedkeuring is afhankelijk van de bank (reader/tan-
code/app/schriftelijk)."
89;Exact Online;1. INRICHTING;1.4 KOSTENPLAATSEN EN KOSTENDRAGERS;Wat zijn kostenplaatsen en kostendragers?;Wat zijn kostenplaatsen en kostendragers?;Pagina 5;FAQ;"Een kostenplaats gebruiken we om een geloofsgemeenschap/voormalige
parochie/locatie aan te duiden. De kostenplaatsen maken het mogelijk om de
opbrengsten en kosten per geloofsgemeenschap inzichtelijk te maken.
Een kostendrager gebruiken we om kosten en opbrengsten van een bepaalde persoon,
een bepaald gebouw, een bepaalde begraafplaats, een bepaalde groep, product of
dienst inzichtelijk te maken."
90;Exact Online;1. INRICHTING;1.4 KOSTENPLAATSEN EN KOSTENDRAGERS;Waar vind ik de kostenplaatsen en kostendragers?;Waar vind ik de kostenplaatsen en kostendragers?;Pagina 5;FAQ;Administratienaam > Stamgegevens > Financieel > Kostenplaatsen of Kostendragers
91;Exact Online;1. INRICHTING;1.4 KOSTENPLAATSEN EN KOSTENDRAGERS;Mag ik zelf kostenplaatsen en kostendragers aanmaken of wijzigen?;Mag ik zelf kostenplaatsen en kostendragers aanmaken of wijzigen?;Pagina 5;FAQ;"De kostenplaatsen worden bij de oplevering van de parochie-administratie standaard
vanuit IPAL ingericht. Als code hebben de kostenplaatsen de (oude) kaski-nummers van
de geloofsgemeenschappen/voormalige parochies/locaties. Aangezien Exact Online en
DocBase informatie over de kostenplaats van een parochiaan met elkaar uitwisselen, is
het van groot belang aan de kostenplaatsen NIETS te wijzigen. Mocht u onjuistheden
constateren of aanvullingen wenselijk achten, dan verzoeken wij u deze aan IPAL te
melden.
Bij de oplevering van de parochie-administratie zijn enkele kostendragers standaard
aangemaakt om als voorbeeld te fungeren. Van bestaande kostendragers kunnen alleen
de omschrijvingen worden aangepast. Van nieuwe kostendragers kunt u zowel de code
als de omschrijving zelf bepalen. Hanteer daarbij logische coderingen, zodat de
gewenste kostendragers bij het boeken snel en gemakkelijk te achterhalen zijn. In elk
geval dient u de gebouwen en de personen die van de parochie een honorarium of
salaris ontvangen onder de kostendragers op te nemen, zodat voor het bisdom in elk
geval de kosten per gebouw en per persoon inzichtelijk zijn.
Let op 1: Van een reeds bestaande kostendrager kunt u de omschrijving wijzigen.
Wijziging (of “vernummering”) van de code is alleen mogelijk in overleg met IPAL. Wel
kunt u een nieuwe kostendrager aanmaken en de “oude” kostendrager verwijderen.
Verwijderen is echter alleen mogelijk als de “oude” kostendrager nog niet is gebruikt in
een boeking. Verwijder bovendien NIET de kostendrager “??” met de omschrijving
“Verplicht invullen”.
Let op 2: In Exact Online kan per boeking/mutatie maximaal maar één kostenplaats en
één kostendrager worden ingevuld. Het is daarom zaak efficiënt om te gaan met de
inrichting van de kostendragers en vooral NIET de kostenplaatsen te “misbruiken” als
extra kostendragers. Zo kunnen van een persoon de naam en functie worden
gecombineerd in één kostendrager (bv. H. Jacobs, pastoor”)."
92;Exact Online;1. INRICHTING;1.4 KOSTENPLAATSEN EN KOSTENDRAGERS;Waartoe dienen de kostenplaats en de kostendrager “??” met als omschrijving “verplicht;Waartoe dienen de kostenplaats en de kostendrager “??” met als omschrijving “verplicht;Pagina 5;FAQ;"invullen”?”
Het invullen van een kostenplaats en/of kostendrager kan verplicht of niet verplicht
(“optioneel”) zijn. Dit wordt per grootboekrekening bepaald en is voor de
grootboekrekeningen in het standaard-rekeningschema van uw Exact Online-
administratie al ingesteld. Dit kunt u NIET wijzigen.
Als een kostenplaats of kostendrager bij een boeking niet wordt ingevuld, terwijl dat wel
verplicht is, wordt deze automatisch ingevuld met vraagtekens (“??”). Op die manier is
voor u snel inzichtelijk in welke boekingen alsnog de (juiste) kostenplaats of kostendrager
moet worden ingevuld."
93;Exact Online;1. INRICHTING;1.4 KOSTENPLAATSEN EN KOSTENDRAGERS;Kan ik de beginbalans uitsplitsen naar kostenplaatsen?;Kan ik de beginbalans uitsplitsen naar kostenplaatsen?;Pagina 6;FAQ;"Nee, aan de balansrekeningen op de beginbalans kunnen geen kostenplaatsen worden
gekoppeld. Kostenplaatsen zijn bedoeld om de kosten en opbrengsten per
geloofsgemeenschap/voormalige parochie/locatie inzichtelijk te maken. Zie ook 1.2.5 en
1.4.1. Lees ook: https://www.rkk-online.nl/single-post/2018/04/04/Het-waarom-van-
%C3%A9%C3%A9n-financi%C3%ABle-administratie"
94;Exact Online;1. INRICHTING;1.4 KOSTENPLAATSEN EN KOSTENDRAGERS;Kan ik de beginbalans uitsplitsen naar kostendragers?;Kan ik de beginbalans uitsplitsen naar kostendragers?;Pagina 6;FAQ;"Om de boekwaarde bv. per gebouw inzichtelijk te maken kunt u:
a) kiezen voor een afzonderlijke grootboekrekening per gebouw (bij kleine
aantallen);
b) in het memoriaal een aanvullende boeking op 1 januari boeken om de
uitsplitsing naar kostendragers te maken waarmee in feite de beginbalans wordt
gecorrigeerd;
c) als er afschrijvingen van toepassing zijn, de Activa-module binnen Exact Online
gebruiken (onder Financieel > Activa)"
95;Exact Online;1. INRICHTING;1.5 RELATIES;Moet/mag ik zelf debiteuren aanmaken?;Moet/mag ik zelf debiteuren aanmaken?;Pagina 6;FAQ;"Ja en nee. Voor parochianen die kerkbijdrage aan uw parochie betalen worden (vanaf
het moment dat Exact Online en DocBase gekoppeld zijn) op initiatief van DocBase
automatisch debiteuren-/relatienummers aangemaakt in Exact Online. Zie ook 5.4. Het is
dus NIET de bedoeling dat u voor deze parochianen zelf debiteuren gaat aanmaken. Zo
voorkomt u dat één parochiaan onder verschillende nummers in uw debiteuren-
/relatiebestand wordt opgenomen. Andere debiteuren (bv. uitvaartondernemingen,
telecombedrijven), niet zijnde kerkbijdrage-deelnemers, dient u wel zelf aan te maken in
Exact Online, ook als hun gegevens reeds zijn opgeslagen in DocBase. Zie ook 1.5.3."
96;Exact Online;1. INRICHTING;1.5 RELATIES;Moet/mag ik zelf crediteuren aanmaken?;Moet/mag ik zelf crediteuren aanmaken?;Pagina 6;FAQ;"Ja. Er zijn verschillende manieren om op een efficiënte manier crediteuren aan te maken.
Zie 1.5.3."
97;Exact Online;1. INRICHTING;1.5 RELATIES;Hoe kan ik crediteuren of debiteuren aanmaken?;Hoe kan ik crediteuren of debiteuren aanmaken?;Pagina 6;FAQ;"Via het pad Relaties > Klanten (=debiteuren) of Leveranciers (=crediteuren) > Aanmaken
komt u bij de opties:
o
Handmatig: u vult dan alle gegevens zelf in
o
Zoek een bedrijf op basis van naam en adres: de bedrijfsgegevens worden dan voor een
groot deel automatisch opgehaald van de website van de Kamer van Koophandel.
Let op: een bankrekeningnummer zult u zelf handmatig moeten toevoegen, hetgeen o.a.
relevant is om via Exact Online te kunnen betalen en om Exact Online in staat te stellen
aan bankmutaties automatisch het juiste relatienummer te verbinden.
o
Postcode en huisnummer: op basis van de postcode-huisnummer tabel van PostNL haalt
Exact Online de straatnaam en woonplaats op.
In het geval dat er een groot aantal crediteuren moet worden aangemaakt, kan er in
samenspraak met IPAL worden gekeken naar importmogelijkheden.
Let op: Als u in het inkoopboek de naam van een nog niet bekende crediteur intikt, vraagt
Exact Online u of u deze wilt aanmaken in uw relatiebestand. Door dan te klikken op
nieuwe relatie aanmaken kunt u ter plekke al enkele essentiële gegevens van deze
nieuwe crediteur invoeren (Exact Online kent hem zelf een nummer toe). U kunt er ook
voor kiezen om middels de F2-toets naar het scherm Relaties te gaan en vervolgens via
de optie Nieuw de gegevens handmatig in te vullen dan wel via het pad Nieuw > Zoeken:
Adres de gegevens op te halen van de website van de Kamer van Koophandel. Middels
de optie Sluiten keert u weer terug in het inkoopboek."
98;Exact Online;1. INRICHTING;1.5 RELATIES;Welke nummering moet ik geven aan debiteuren?;Welke nummering moet ik geven aan debiteuren?;Pagina 7;FAQ;"Debiteuren (parochianen) die in DocBase worden geregistreerd ten behoeve van de
kerkbijdragen worden automatisch overgezet naar Exact Online. Echter alle overige
debiteuren worden niet in DocBase geregistreerd. Denk hierbij aan debiteuren voor
grafrechten, parochiebladen, uitvaarten etc. Om deze debiteuren op een praktische
manier te kunnen scheiden van de debiteuren ten behoeve van de kerkbijdragen, is het
van belang om deze een specifieke nummering te geven. De notatie die u dient te
hanteren is het KASKI-nummer gevolgd door een volgnummer van 4 cijfers. Bijvoorbeeld:
999990001"
99;Exact Online;1. INRICHTING;1.6 DIGITALE BRIEVENBUS / SCAN EN HERKEN;Wat is een digitale brievenbus?;Wat is een digitale brievenbus?;Pagina 7;FAQ;"Een digitale brievenbus maakt het mogelijk om inkoopfacturen te e-mailen naar Exact
Online. Dit kan vanuit een e-mailprogramma of direct vanuit een scanner. Dit heeft als
voordeel dat de facturen digitaal en veilig worden opgeslagen en dat de digitale factuur
direct aan de boeking kan worden gekoppeld. Later is het dan eenvoudiger om een
factuur terug te vinden in Exact Online."
100;Exact Online;1. INRICHTING;1.6 DIGITALE BRIEVENBUS / SCAN EN HERKEN;Mag ik zelf een digitale brievenbus aanmaken?;Mag ik zelf een digitale brievenbus aanmaken?;Pagina 7;FAQ;"Nee. IPAL beheert de digitale brievenbussen. U kunt een mail sturen naar
helpdesk@ipal.nu met daarin uw parochienummer en één of meerdere e-mailadressen waar
vanaf het toegestaan is om naar de digitale brievenbus te mailen. IPAL zal dan de digitale
brievenbus voor u aanmaken."
101;Exact Online;1. INRICHTING;1.6 DIGITALE BRIEVENBUS / SCAN EN HERKEN;Kan ik gebruik maken van Scan & Herken?;Kan ik gebruik maken van Scan & Herken?;Pagina 7;FAQ;"Voor enkele bisdommen is deze functionaliteit centraal ingeschakeld. Neem contact op
met uw bisdom over de mogelijkheden."
102;Exact Online;1. INRICHTING;1.7 BTW;Is de administratie geschikt voor het werken met BTW?;Is de administratie geschikt voor het werken met BTW?;Pagina 7;FAQ;"De standaardinrichting voor parochies voorziet niet in een BTW-administratie. Indien een
parochie BTW-plichtige activiteiten verricht, kan de administratie desgewenst door IPAL
worden aangevuld met de noodzakelijke BTW-inrichting."
